ags,57053953,-108,30,9724,63,-34,138
ags,57053954,-135,79,9677,64,-36,137
ags,57053955,-196,6,9636,53,-43,134
ags,57053956,-238,84,9711,59,-32,126
ags,57053957,-206,104,9694,73,-28,124
ags,57053958,-172,72,9614,65,-35,134
ags,57053959,-169,74,9623,59,-27,139
ags,57053960,-172,67,9587,66,-40,118
ags,57053961,-172,117,9633,66,-40,121
ags,57053962,-147,69,9633,73,-44,124
ags,57053963,-189,117,9611,76,-46,125
ags,57053964,-218,112,9577,74,-29,121
ags,57053965,-196,106,9689,79,-19,115
ags,57053966,-208,52,9628,70,-16,124
ags,57053967,-155,21,9623,64,-17,140
ags,57053968,-189,45,9572,74,-23,134
ags,57053969,-208,52,9623,80,-1,140
ags,57053970,-213,40,9584,82,-22,123
ags,57053971,-223,67,9621,76,-38,122
ags,57053972,-191,91,9577,82,-14,134
ags,57053973,-230,21,9597,77,-8,130
ags,57053974,-147,72,9553,71,-14,123
ags,57053975,-157,96,9638,64,-25,132
ags,57053976,-186,110,9633,63,-29,134
ags,57053977,-191,91,9633,65,-39,127
ags,57053978,-142,89,9631,63,-43,117
ags,57053979,-186,84,9643,64,-23,132
ags,57053980,-155,115,9655,54,-20,150
ags,57053981,-152,50,9609,58,-16,148
ags,57053982,-179,43,9606,69,-11,125
ags,57053983,-181,45,9597,67,-26,105
ags,57053984,-167,33,9604,63,-31,114
ags,57053985,-155,30,9592,54,-41,124
ags,57053986,-147,21,9689,59,-40,134
ags,57053987,-189,60,9711,61,-33,137
ags,57053988,-133,74,9731,64,-32,129
ags,57053989,-128,45,9645,67,-33,125
ags,57053990,-162,38,9687,63,-32,140
ags,57053991,-179,28,9655,57,-40,130
ags,57053992,-125,77,9621,60,-61,140
ags,57053993,-191,101,9694,63,-63,141
ags,57053994,-189,43,9721,60,-49,134
ags,57053995,-169,69,9645,59,-27,125
ags,57053996,-84,74,9680,57,-16,124
ags,57053997,-125,104,9604,65,-13,137
ags,57053998,-150,89,9570,61,-17,126
ags,57053999,-169,79,9665,60,-20,111
ags,57054000,-133,47,9599,66,-30,105
ags,57054001,-155,104,9548,82,-40,113
ags,57054002,-111,110,9626,80,-43,121
ags,57054003,-189,94,9597,60,-25,122
ags,57054004,-157,43,9623,67,-14,103
ags,57054005,-157,38,9616,78,-15,111
ags,57054006,-252,117,9623,60,-20,114
ags,57054007,-235,132,9619,56,-40,109
ags,57054008,-228,117,9658,66,-22,124
ags,57054009,-172,132,9682,64,-14,140
ags,57054010,-159,67,9680,79,-10,129
ags,57054011,-150,89,9658,92,-10,125
ags,57054012,-157,38,9609,86,-24,134
ags,57054013,-147,65,9587,63,-14,142
ags,57054014,-140,101,9611,61,-5,144
ags,57054015,-164,112,9736,53,-30,139
ags,57054016,-125,40,9799,47,-26,127
ags,57054017,-155,62,9672,60,-17,135
ags,57054018,-176,74,9641,67,-17,140
ags,57054019,-189,57,9619,76,-24,135
ags,57054020,-238,94,9680,68,-19,134
ags,57054021,-213,77,9687,50,-28,130
ags,57054022,-115,99,9560,53,-43,113
ags,57054023,-189,38,9548,47,-43,98
ags,57054024,-133,65,9650,50,-29,111
ags,57054025,-147,69,9675,66,-17,95
ags,57054026,-147,23,9584,64,-23,105
ags,57054027,-128,62,9536,66,-47,111
ags,57054028,-137,40,9514,63,-39,120
ags,57054029,-201,122,9572,56,-23,130
ags,57054030,-169,149,9614,45,-31,130
ags,57054031,-140,57,9680,59,-39,145
ags,57054032,-120,67,9702,54,-20,136
ags,57054033,-96,99,9736,66,-21,121
ags,57054034,-145,156,9660,75,-23,129
ags,57054035,-208,79,9633,68,-23,121
ags,57054036,-203,55,9616,64,-30,125
ags,57054037,-213,106,9562,63,-31,140
ags,57054038,-245,65,9577,63,-23,137
ags,57054039,-142,21,9601,63,-17,129
ags,57054040,-201,35,9536,49,-26,117
ags,57054041,-203,55,9645,53,-17,127
ags,57054042,-225,72,9592,76,-7,127
ags,57054043,-233,57,9579,82,-13,124
ags,57054044,-157,65,9545,70,-27,137
ags,57054045,-179,40,9638,50,-36,125
ags,57054046,-179,65,9658,43,-36,117
ags,57054047,-162,108,9675,55,-35,110
ags,57054048,-176,74,9692,59,-39,134
ags,57054049,-216,33,9614,47,-35,134
ags,57054050,-181,67,9565,52,-23,149
ags,57054051,-191,110,9587,63,-17,153
ags,57054052,-203,67,9597,66,-18,134
ags,57054053,-230,79,9706,57,-18,126
ags,57054054,-267,84,9699,59,-38,131
ags,57054055,-272,84,9619,53,-39,128
ags,57054056,-172,91,9689,64,-23,131
ags,57054057,-208,60,9672,66,-14,126
ags,57054058,-159,110,9677,62,-29,121
ags,57054059,-152,104,9621,71,-39,126
ags,57054060,-198,52,9638,65,-26,115
ags,57054061,-201,43,9660,67,-27,120
ags,57054062,-128,52,9663,81,-30,114
ags,57054063,-125,74,9684,81,-34,116
ags,57054064,-157,67,9631,73,-25,128
ags,57054065,-191,74,9604,65,-29,140
ags,57054066,-111,72,9726,60,-34,137
ags,57054067,-167,52,9680,56,-16,130
ags,57054068,-230,84,9746,63,-5,111
ags,57054069,-201,28,9645,73,-16,130
ags,57054070,-255,91,9633,78,-19,137
ags,57054071,-196,45,9626,57,-30,128
ags,57054072,-164,67,9628,50,-38,117
ags,57054073,-169,43,9750,62,-41,117
ags,57054074,-169,65,9658,66,-27,124
ags,57054075,-125,125,9599,77,-23,121
ags,57054076,-172,134,9609,79,-20,111
ags,57054077,-172,50,9631,73,-35,121
ags,57054078,-157,72,9728,70,-37,134
ags,57054079,-179,50,9616,61,-36,125
ags,57054080,-181,74,9540,60,-28,136
ags,57054081,-135,132,9614,69,-20,117
ags,57054082,-150,99,9623,69,-35,132
ags,57054083,-172,79,9599,58,-43,120
ags,57054084,-208,74,9650,57,-8,107
ags,57054085,-181,84,9599,66,12,130
ags,57054086,-203,43,9492,74,-13,140
ags,57054087,-196,74,9648,61,-26,124
ags,57054088,-181,55,9660,51,-46,110
ags,57054089,-108,60,9648,63,-43,130
ags,57054090,-108,35,9687,63,-23,133
ags,57054091,-191,55,9609,66,-24,112
ags,57054092,-101,33,9533,53,-24,123
ags,57054093,-150,82,9567,44,-21,144
ags,57054094,-159,74,9645,60,-33,135
ags,57054095,-93,89,9663,63,-40,114
ags,57054096,-164,77,9638,59,-32,97
ags,57054097,-164,77,9638,59,-32,97
ags,57054098,-174,79,9697,57,-14,118
ags,57054099,-211,84,9594,46,-9,146
ags,57054100,-189,50,9604,51,-10,140
ags,57054101,-172,91,9653,56,-23,121
ags,57054102,-184,106,9663,73,-41,105
ags,57054103,-198,77,9741,68,-38,117
ags,57054104,-213,50,9753,68,-44,132
ags,57054105,-162,82,9704,62,-36,125
ags,57054106,-147,77,9623,58,-37,111
ags,57054107,-118,43,9665,56,-32,123
ags,57054108,-186,13,9682,45,-29,125
ags,57054109,-194,16,9621,50,-43,120
ags,57054110,-181,18,9616,65,-40,129
ags,57054111,-159,43,9724,73,-39,129
ags,57054112,-174,60,9682,65,-49,117
ags,57054113,-191,96,9665,70,-50,123
ags,57054114,-189,69,9667,73,-46,142
ags,57054115,-150,23,9621,46,-33,145
ags,57054116,-164,-4,9606,53,-27,134
ags,57054117,-162,33,9706,67,-19,122
ags,57054118,-179,35,9721,62,-16,124
ags,57054119,-111,35,9558,62,-14,129
ags,57054120,-123,21,9560,59,-35,130
ags,57054121,-159,43,9567,63,-44,109
ags,57054122,-159,65,9567,66,-20,131
ags,57054123,-206,45,9641,65,-23,144
ags,57054124,-203,60,9648,65,-19,137
ags,57054125,-113,65,9694,68,-19,130
ags,57054126,-164,55,9653,62,-25,145
ags,57054127,-169,28,9643,64,-31,141
ags,57054128,-150,82,9609,69,-46,117
ags,57054129,-179,67,9516,82,-36,123
ags,57054130,-152,82,9570,68,-23,120
ags,57054131,-159,52,9650,60,-15,140
ags,57054132,-150,55,9667,66,-4,141
ags,57054133,-159,79,9726,73,-18,121
ags,57054134,-189,89,9540,66,-32,125
ags,57054135,-162,89,9584,50,-42,128
ags,57054136,-159,117,9677,54,-27,124
ags,57054137,-179,84,9743,62,-30,121
ags,57054138,-230,35,9711,67,-44,130
ags,57054139,-277,62,9680,64,-37,143
ags,57054140,-211,96,9621,59,-17,144
ags,57054141,-167,77,9648,60,-8,136
ags,57054142,-174,47,9548,61,-14,131
ags,57054143,-155,43,9548,64,-12,134
ags,57054144,-194,55,9606,69,-15,121
ags,57054145,-147,72,9697,63,-26,119
ags,57054146,-159,77,9680,52,-26,101
ags,57054147,-172,65,9738,47,-24,112
ags,57054148,-174,69,9716,57,-22,117
ags,57054149,-238,79,9587,69,-17,110
ags,57054150,-167,79,9641,74,-21,122
ags,57054151,-191,65,9597,73,-30,145
ags,57054152,-225,52,9616,69,-32,133
ags,57054153,-267,69,9579,52,-44,106
ags,57054154,-152,50,9672,53,-50,123
ags,57054155,-164,110,9665,61,-39,129
ags,57054156,-155,55,9684,59,-37,124
ags,57054157,-157,45,9641,57,-36,132
ags,57054158,-142,45,9592,60,-2,135
ags,57054159,-108,62,9733,60,2,127
ags,57054160,-130,67,9697,60,-10,124
ags,57054161,-174,57,9645,71,-23,134
ags,57054162,-142,55,9587,63,-52,128
ags,57054163,-111,67,9579,55,-53,117
ags,57054164,-137,72,9545,53,-36,134
ags,57054165,-147,62,9589,48,-26,125
ags,57054166,-167,43,9631,53,-36,106
ags,57054167,-169,87,9694,66,-27,122
ags,57054168,-189,45,9604,72,-32,122
ags,57054169,-184,74,9601,68,-37,139
ags,57054170,-147,65,9650,60,-36,156
ags,57054171,-147,52,9653,68,-22,141
ags,57054172,-176,77,9658,66,-5,125
ags,57054173,-155,50,9621,66,-17,117
ags,57054174,-176,52,9594,69,-25,123
ags,57054175,-198,57,9638,62,-30,150
ags,57054176,-113,99,9626,54,-35,146
ags,57054177,-106,55,9746,51,-38,121
ags,57054178,-145,47,9614,56,-18,118
ags,57054179,-203,91,9606,53,-14,125
ags,57054180,-194,99,9623,64,-29,108
ags,57054181,-159,62,9575,65,-23,93
ags,57054182,-159,108,9631,65,-10,125
ags,57054183,-189,50,9638,60,-8,143
